,Parking,Positions,,,,,,,20F,or,40F,Front,Pose,,,,,,,20F,Rear,Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TP5_11_2,-54.17,268.07,1.273523361,103.7912153,365515.495,140794.3616,,-57.01,268.07,1.273536523,103.7911934,365513.0574,140795.8179,,-63.606,268.07,1.273567091,103.7911425,365507.3959,140799.2,,-58.534,268.07,1.273543586,103.7911816,365511.7493,140796.5993
TP5_11_3,-60.92043,268.07,1.273554645,103.7911632,365509.701,140797.823,,-63.76043,268.07,1.273567807,103.7911413,365507.2633,140799.2792,,-70.35643,268.07,1.273598375,103.7910904,365501.6018,140802.6614,,-65.28443,268.07,1.27357487,103.7911295,365505.9552,140800.0607
TP5_11_4,-67.47935,268.07,1.273585042,103.7911126,365504.0713,140801.1861,,-70.31935,268.07,1.273598203,103.7910907,365501.6336,140802.6424,,-76.91535,268.07,1.273628772,103.7910398,365495.9721,140806.0245,,-71.84335,268.07,1.273605266,103.7910789,365500.3255,140803.4238
TP5_11_5,-74.00927,268.07,1.273615304,103.7910622,365498.4664,140804.5344,,-76.84927,268.07,1.273628466,103.7910403,365496.0288,140805.9906,,-83.44527,268.07,1.273659034,103.7909894,365490.3673,140809.3728,,-78.37327,268.07,1.273635528,103.7910285,365494.7207,140806.7721
TP5_11_6,-80.56833,268.07,1.273645701,103.7910116,365492.8366,140807.8976,,-83.40833,268.07,1.273658863,103.7909897,365490.399,140809.3539,,-90.00433,268.07,1.273689431,103.7909388,365484.7375,140812.736,,-84.93233,268.07,1.273665926,103.7909779,365489.0909,140810.1353
TP5_11_7,-87.09034,268.07,1.273675927,103.7909613,365487.2386,140811.2418,,-89.93034,268.07,1.273689088,103.7909394,365484.801,140812.6981,,-96.52634,268.07,1.273719657,103.7908885,365479.1394,140816.0802,,-91.45434,268.07,1.273696151,103.7909276,365483.4929,140813.4795
TP5_11_8,-93.64938,268.07,1.273706324,103.7909107,365481.6088,140814.6051,,-96.48938,268.07,1.273719486,103.7908888,365479.1712,140816.0613,,-103.08538,268.07,1.273750054,103.7908379,365473.5096,140819.4435,,-98.01338,268.07,1.273726548,103.790877,365477.8631,140816.8427
TP5_11_9,-100.17939,268.07,1.273736587,103.7908603,365476.0039,140817.9534,,-103.01939,268.07,1.273749748,103.7908384,365473.5663,140819.4096,,-109.61539,268.07,1.273780317,103.7907875,365467.9048,140822.7918,,-104.54339,268.07,1.273756811,103.7908266,365472.2582,140820.1911
TP5_11_10,-106.7383,268.07,1.273766983,103.7908097,365470.3742,140821.3165,,-109.5783,268.07,1.273780145,103.7907878,365467.9366,140822.7728,,-116.1743,268.07,1.273810713,103.7907369,365462.2751,140826.1549,,-111.1023,268.07,1.273787208,103.790776,365466.6285,140823.5542
TP5_11_11,-113.2934,268.07,1.273797362,103.7907591,365464.7478,140824.6777,,-116.1334,268.07,1.273810524,103.7907372,365462.3102,140826.1339,,-122.7294,268.07,1.273841092,103.7906863,365456.6486,140829.5161,,-117.6574,268.07,1.273817586,103.7907254,365461.0021,140826.9154
TP5_11_12,-119.8523,268.07,1.273827758,103.7907085,365459.1181,140828.0408,,-122.6923,268.07,1.27384092,103.7906866,365456.6805,140829.4971,,-129.2883,268.07,1.273871489,103.7906357,365451.019,140832.8792,,-124.2163,268.07,1.273847983,103.7906748,365455.3724,140830.2785
TP5_11_13,-126.3824,268.07,1.273858021,103.7906581,365453.5132,140831.3892,,-129.2224,268.07,1.273871183,103.7906362,365451.0755,140832.8455,,-135.8184,268.07,1.273901752,103.7905853,365445.414,140836.2276,,-130.7464,268.07,1.273878246,103.7906244,365449.7674,140833.6269
TP5_11_14,-132.9413,268.07,1.273888418,103.7906075,365447.8835,140834.7524,,-135.7813,268.07,1.27390158,103.7905856,365445.4458,140836.2086,,-142.3773,268.07,1.273932148,103.7905347,365439.7843,140839.5908,,-137.3053,268.07,1.273908642,103.7905738,365444.1378,140836.99
TP5_11_15,-139.4633,268.07,1.273918643,103.7905572,365442.2855,140838.0966,,-142.3033,268.07,1.273931805,103.7905353,365439.8478,140839.5528,,-148.8993,268.07,1.273962374,103.7904844,365434.1863,140842.935,,-143.8273,268.07,1.273938868,103.7905235,365438.5397,140840.3343
TP5_11_16,-146.0223,268.07,1.27394904,103.7905066,365436.6557,140841.4598,,-148.8623,268.07,1.273962202,103.7904847,365434.2181,140842.916,,-155.4583,268.07,1.27399277,103.7904338,365428.5565,140846.2982,,-150.3863,268.07,1.273969265,103.7904729,365432.91,140843.6974
TP5_11_17,-152.5523,268.07,1.273979303,103.7904562,365431.0508,140844.8081,,-155.3923,268.07,1.273992465,103.7904343,365428.6132,140846.2643,,-161.9883,268.07,1.274023033,103.7903834,365422.9517,140849.6465,,-156.9163,268.07,1.273999527,103.7904225,365427.3051,140847.0458
TP5_11_18,-159.1114,268.07,1.2740097,103.7904056,365425.421,140848.1713,,-161.9514,268.07,1.274022862,103.7903837,365422.9833,140849.6276,,-168.5474,268.07,1.27405343,103.7903328,365417.3218,140853.0097,,-163.4754,268.07,1.274029925,103.7903719,365421.6752,140850.409
TP5_11_19,-165.6684,268.07,1.274040088,103.790355,365419.7929,140851.5335,,-168.5084,268.07,1.27405325,103.7903331,365417.3553,140852.9897,,-175.1044,268.07,1.274083818,103.7902822,365411.6938,140856.3719,,-170.0324,268.07,1.274060312,103.7903213,365416.0472,140853.7712
TP5_11_20,-172.2273,268.07,1.274070485,103.7903044,365414.1633,140854.8966,,-175.0673,268.07,1.274083646,103.7902825,365411.7256,140856.3529,,-181.6633,268.07,1.274114215,103.7902316,365406.0641,140859.735,,-176.5913,268.07,1.274090709,103.7902707,365410.4175,140857.1343
TP5_11_21,-181.5177,268.07,1.27411354,103.7902327,365406.189,140859.6604,,-184.3577,268.07,1.274126701,103.7902108,365403.7514,140861.1166,,-190.9537,268.07,1.27415727,103.7901599,365398.0899,140864.4988,,-185.8817,268.07,1.274133764,103.790199,365402.4433,140861.8981
TP5_11_22,-190.98,268.07,1.274157392,103.7901597,365398.0673,140864.5123,,-193.82,268.07,1.274170553,103.7901378,365395.6296,140865.9685,,-200.416,268.07,1.274201122,103.7900869,365389.9681,140869.3507,,-195.344,268.07,1.274177616,103.790126,365394.3216,140866.7499
TP5_11_23,-197.01,268.07,1.274185337,103.7901132,365392.8916,140867.6042,,-199.85,268.07,1.274198499,103.7900912,365390.4539,140869.0604,,-206.446,268.07,1.274229067,103.7900403,365384.7924,140872.4426,,-201.374,268.07,1.274205562,103.7900795,365389.1458,140869.8419
TP5_11_24,-206.92,268.07,1.274231264,103.7900367,365384.3856,140872.6856,,-209.76,268.07,1.274244426,103.7900148,365381.9479,140874.1419,,-216.356,268.07,1.274274994,103.7899639,365376.2864,140877.524,,-211.284,268.07,1.274251488,103.790003,365380.6398,140874.9233
TP5_11_25,-212.95,268.07,1.274259209,103.7899902,365379.2098,140875.7776,,-215.79,268.07,1.274272371,103.7899682,365376.7722,140877.2338,,-222.386,268.07,1.274302939,103.7899174,365371.1107,140880.616,,-217.314,268.07,1.274279434,103.7899565,365375.4641,140878.0153
TP5_11_26,-222.84,268.07,1.274305043,103.7899139,365370.721,140880.8488,,-225.68,268.07,1.274318205,103.7898919,365368.2833,140882.305,,-232.276,268.07,1.274348773,103.789841,365362.6218,140885.6872,,-227.204,268.07,1.274325268,103.7898802,365366.9753,140883.0865
TP5_11_27,-228.87,268.07,1.274332989,103.7898673,365365.5453,140883.9407,,-231.71,268.07,1.27434615,103.7898454,365363.1076,140885.397,,-238.306,268.07,1.274376719,103.7897945,365357.4461,140888.7791,,-233.234,268.07,1.274353213,103.7898337,365361.7995,140886.1784
TP5_11_28,-238.8099,268.07,1.274379054,103.7897906,365357.0136,140889.0375,,-241.6499,268.07,1.274392216,103.7897687,365354.5759,140890.4937,,-248.2459,268.07,1.274422784,103.7897178,365348.9144,140893.8759,,-243.1739,268.07,1.274399278,103.789757,365353.2679,140891.2752
TP5_11_29,-244.84,268.07,1.274407,103.7897441,365351.8378,140892.1295,,-247.68,268.07,1.274420161,103.7897222,365349.4001,140893.5857,,-254.276,268.07,1.27445073,103.7896713,365343.7386,140896.9679,,-249.204,268.07,1.274427224,103.7897104,365348.0921,140894.3672
TP5_11_30,-251.858,268.07,1.274439524,103.78969,365345.8141,140895.728,,-254.698,268.07,1.274452686,103.789668,365343.3764,140897.1843,,-261.294,268.07,1.274483254,103.7896171,365337.7149,140900.5664,,-256.222,268.07,1.274459748,103.7896563,365342.0683,140897.9657
TP5_11_31,-258.4088,268.07,1.274469883,103.7896394,365340.1913,140899.087,,-261.2488,268.07,1.274483045,103.7896175,365337.7537,140900.5433,,-267.8448,268.07,1.274513613,103.7895666,365332.0921,140903.9254,,-262.7728,268.07,1.274490107,103.7896057,365336.4456,140901.3247
TP5_11_32,-265.35,268.07,1.274502051,103.7895858,365334.2335,140902.6462,,-268.19,268.07,1.274515213,103.7895639,365331.7959,140904.1024,,-274.786,268.07,1.274545781,103.789513,365326.1343,140907.4846,,-269.714,268.07,1.274522276,103.7895522,365330.4878,140904.8839
TP5_11_33,-270.72,268.07,1.274526938,103.7895444,365329.6243,140905.3997,,-273.56,268.07,1.274540099,103.7895225,365327.1866,140906.856,,-280.156,268.07,1.274570668,103.7894716,365321.5251,140910.2381,,-275.084,268.07,1.274547162,103.7895107,365325.8785,140907.6374
TQ1_00_1,-325.63,19.39,1.272850174,103.7879757,365154.9804,140720.1064,,-328.47,19.39,1.272863336,103.7879538,365152.5428,140721.5627,,-335.066,19.39,1.272893904,103.7879029,365146.8812,140724.9448,,-329.994,19.39,1.272870399,103.787942,365151.2347,140722.3441
TQ1_00_2,-332.15,19.39,1.27288039,103.7879254,365149.3841,140723.4496,,-334.99,19.39,1.272893552,103.7879035,365146.9465,140724.9058,,-341.586,19.39,1.27292412,103.7878526,365141.2849,140728.288,,-336.514,19.39,1.272900615,103.7878917,365145.6384,140725.6873
TQ1_00_3,-338.7093,19.39,1.272910789,103.7878748,365143.7541,140726.813,,-341.5493,19.39,1.27292395,103.7878529,365141.3164,140728.2692,,-348.1453,19.39,1.272954519,103.787802,365135.6549,140731.6514,,-343.0733,19.39,1.272931013,103.7878411,365140.0083,140729.0506
TQ1_00_4,-345.2679,19.39,1.272941184,103.7878242,365138.1247,140730.1759,,-348.1079,19.39,1.272954345,103.7878022,365135.687,140731.6322,,-354.7039,19.39,1.272984914,103.7877514,365130.0255,140735.0143,,-349.6319,19.39,1.272961408,103.7877905,365134.3789,140732.4136
TQ1_00_5,-351.7982,19.39,1.272971448,103.7877738,365132.5195,140733.5244,,-354.6382,19.39,1.272984609,103.7877519,365130.0819,140734.9807,,-361.2342,19.39,1.273015178,103.787701,365124.4203,140738.3628,,-356.1622,19.39,1.272991672,103.7877401,365128.7738,140735.7621
TQ1_00_6,-358.3574,19.39,1.273001845,103.7877232,365126.8896,140736.8877,,-361.1974,19.39,1.273015007,103.7877012,365124.4519,140738.3439,,-367.7934,19.39,1.273045575,103.7876504,365118.7904,140741.7261,,-362.7214,19.39,1.27302207,103.7876895,365123.1438,140739.1254
TQ1_00_7,-364.8791,19.39,1.273032069,103.7876728,365121.2918,140740.2318,,-367.7191,19.39,1.273045231,103.7876509,365118.8542,140741.688,,-374.3151,19.39,1.273075799,103.7876,365113.1926,140745.0702,,-369.2431,19.39,1.273052294,103.7876392,365117.5461,140742.4695
TQ1_00_8,-371.4382,19.39,1.273062467,103.7876222,365115.6619,140743.595,,-374.2782,19.39,1.273075628,103.7876003,365113.2243,140745.0513,,-380.8742,19.39,1.273106197,103.7875494,365107.5628,140748.4334,,-375.8022,19.39,1.273082691,103.7875886,365111.9162,140745.8327
TQ1_00_9,-377.9682,19.39,1.273092729,103.7875718,365110.0571,140746.9433,,-380.8082,19.39,1.273105891,103.7875499,365107.6194,140748.3996,,-387.4042,19.39,1.273136459,103.787499,365101.9579,140751.7817,,-382.3322,19.39,1.273112954,103.7875382,365106.3113,140749.181
TQ1_00_10,-384.5273,19.39,1.273123127,103.7875212,365104.4272,140750.3066,,-387.3673,19.39,1.273136288,103.7874993,365101.9896,140751.7628,,-393.9633,19.39,1.273166857,103.7874484,365096.328,140755.145,,-388.8913,19.39,1.273143351,103.7874876,365100.6815,140752.5443
TQ1_00_11,-391.0826,19.39,1.273153506,103.7874707,365098.8006,140753.6679,,-393.9226,19.39,1.273166668,103.7874487,365096.363,140755.1241,,-400.5186,19.39,1.273197236,103.7873979,365090.7014,140758.5063,,-395.4466,19.39,1.273173731,103.787437,365095.0549,140755.9056
TQ1_00_12,-397.6415,19.39,1.273183903,103.7874201,365093.1709,140757.031,,-400.4815,19.39,1.273197064,103.7873981,365090.7333,140758.4873,,-407.0775,19.39,1.273227633,103.7873472,365085.0717,140761.8694,,-402.0055,19.39,1.273204127,103.7873864,365089.4252,140759.2687
TQ1_00_13,-404.1716,19.39,1.273214166,103.7873697,365087.5659,140760.3794,,-407.0116,19.39,1.273227327,103.7873478,365085.1283,140761.8356,,-413.6076,19.39,1.273257896,103.7872969,365079.4668,140765.2178,,-408.5356,19.39,1.27323439,103.787336,365083.8202,140762.6171
TQ1_00_14,-410.7301,19.39,1.27324456,103.7873191,365081.9366,140763.7423,,-413.5701,19.39,1.273257722,103.7872971,365079.499,140765.1986,,-420.1661,19.39,1.27328829,103.7872463,365073.8374,140768.5807,,-415.0941,19.39,1.273264785,103.7872854,365078.1909,140765.98
TQ1_00_15,-417.2523,19.39,1.273274787,103.7872687,365076.3384,140767.0866,,-420.0923,19.39,1.273287948,103.7872468,365073.9008,140768.5429,,-426.6883,19.39,1.273318517,103.7871959,365068.2392,140771.925,,-421.6163,19.39,1.273295011,103.7872351,365072.5927,140769.3243
TQ1_00_16,-423.8114,19.39,1.273305184,103.7872181,365070.7086,140770.4499,,-426.6514,19.39,1.273318346,103.7871962,365068.2709,140771.9061,,-433.2474,19.39,1.273348914,103.7871453,365062.6094,140775.2883,,-428.1754,19.39,1.273325408,103.7871845,365066.9628,140772.6876
TQ1_00_17,-430.3411,19.39,1.273335445,103.7871677,365065.1039,140773.7981,,-433.1811,19.39,1.273348607,103.7871458,365062.6663,140775.2543,,-439.7771,19.39,1.273379175,103.7870949,365057.0047,140778.6365,,-434.7051,19.39,1.273355669,103.7871341,365061.3582,140776.0357
TQ1_00_18,-436.9005,19.39,1.273365844,103.7871171,365059.4738,140777.1615,,-439.7405,19.39,1.273379005,103.7870952,365057.0362,140778.6177,,-446.3365,19.39,1.273409574,103.7870443,365051.3746,140781.9999,,-441.2645,19.39,1.273386068,103.7870835,365055.7281,140779.3991
TQ1_00_19,-443.4574,19.39,1.273396231,103.7870665,365053.8458,140780.5236,,-446.2974,19.39,1.273409393,103.7870446,365051.4082,140781.9798,,-452.8934,19.39,1.273439961,103.7869937,365045.7467,140785.362,,-447.8214,19.39,1.273416455,103.7870329,365050.1001,140782.7613
TQ1_00_20,-450.0162,19.39,1.273426627,103.7870159,365048.2162,140783.8867,,-452.8562,19.39,1.273439789,103.786994,365045.7786,140785.3429,,-459.4522,19.39,1.273470357,103.7869431,365040.117,140788.7251,,-454.3802,19.39,1.273446851,103.7869823,365044.4705,140786.1243
TQ1_00_21,-456.5462,19.39,1.273456889,103.7869655,365042.6113,140787.235,,-459.3862,19.39,1.273470051,103.7869436,365040.1737,140788.6912,,-465.9822,19.39,1.273500619,103.7868927,365034.5122,140792.0734,,-460.9102,19.39,1.273477114,103.7869319,365038.8656,140789.4727
TQ1_00_22,-463.1051,19.39,1.273487286,103.7869149,365036.9817,140790.5981,,-465.9451,19.39,1.273500447,103.786893,365034.544,140792.0544,,-472.5411,19.39,1.273531016,103.7868421,365028.8825,140795.4365,,-467.4691,19.39,1.27350751,103.7868813,365033.2359,140792.8358
TQ1_00_23,-469.6271,19.39,1.273517511,103.7868646,365031.3836,140793.9423,,-472.4671,19.39,1.273530673,103.7868427,365028.946,140795.3986,,-479.0631,19.39,1.273561241,103.7867918,365023.2845,140798.7807,,-473.9911,19.39,1.273537736,103.7868309,365027.6379,140796.18
TQ1_00_24,-476.1862,19.39,1.273547909,103.786814,365025.7538,140797.3056,,-479.0262,19.39,1.27356107,103.7867921,365023.3161,140798.7618,,-485.6222,19.39,1.273591639,103.7867412,365017.6546,140802.144,,-480.5502,19.39,1.273568133,103.7867803,365022.008,140799.5433
TQ1_00_25,-482.7162,19.39,1.273578171,103.7867636,365020.1489,140800.6539,,-485.5562,19.39,1.273591333,103.7867417,365017.7112,140802.1102,,-492.1522,19.39,1.273621901,103.7866908,365012.0497,140805.4923,,-487.0802,19.39,1.273598395,103.78673,365016.4032,140802.8916
TQ1_00_26,-489.2751,19.39,1.273608567,103.786713,365014.5192,140804.0171,,-492.1151,19.39,1.273621729,103.7866911,365012.0816,140805.4733,,-498.7111,19.39,1.273652297,103.7866402,365006.42,140808.8555,,-493.6391,19.39,1.273628792,103.7866793,365010.7735,140806.2547
TQ1_00_27,-495.8302,19.39,1.273638946,103.7866624,365008.8928,140807.3782,,-498.6702,19.39,1.273652108,103.7866405,365006.4551,140808.8345,,-505.2662,19.39,1.273682676,103.7865896,365000.7936,140812.2167,,-500.1942,19.39,1.273659171,103.7866288,365005.147,140809.6159
TQ1_00_28,-502.3893,19.39,1.273669344,103.7866118,365003.2629,140810.7415,,-505.2293,19.39,1.273682505,103.7865899,365000.8253,140812.1977,,-511.8253,19.39,1.273713074,103.786539,364995.1637,140815.5799,,-506.7533,19.39,1.273689568,103.7865782,364999.5172,140812.9792
TQ1_00_29,-508.9194,19.39,1.273699607,103.7865614,364997.6579,140814.0899,,-511.7594,19.39,1.273712768,103.7865395,364995.2203,140815.5461,,-518.3554,19.39,1.273743337,103.7864886,364989.5588,140818.9283,,-513.2834,19.39,1.273719831,103.7865278,364993.9122,140816.3276
TQ1_00_30,-515.478,19.39,1.273730002,103.7865108,364992.0285,140817.4529,,-518.318,19.39,1.273743163,103.7864889,364989.5909,140818.9091,,-524.914,19.39,1.273773732,103.786438,364983.9293,140822.2913,,-519.842,19.39,1.273750226,103.7864772,364988.2828,140819.6905
TQ1_00_31,-522.0006,19.39,1.27376023,103.7864605,364986.43,140820.7974,,-524.8406,19.39,1.273773391,103.7864386,364983.9923,140822.2536,,-531.4366,19.39,1.27380396,103.7863877,364978.3308,140825.6358,,-526.3646,19.39,1.273780454,103.7864268,364982.6842,140823.0351
TQ1_00_32,-528.5593,19.39,1.273790625,103.7864099,364980.8005,140824.1604,,-531.3993,19.39,1.273803787,103.786388,364978.3628,140825.6167,,-537.9953,19.39,1.273834355,103.7863371,364972.7013,140828.9988,,-532.9233,19.39,1.27381085,103.7863762,364977.0547,140826.3981
TQ1_00_33,-534.98,19.39,1.273820381,103.7863604,364975.2894,140827.4527,,-537.82,19.39,1.273833543,103.7863384,364972.8517,140828.9089,,-544.416,19.39,1.273864111,103.7862876,364967.1902,140832.2911,,-539.344,19.39,1.273840606,103.7863267,364971.5436,140829.6904
TQ1_00_34,-541.128,19.39,1.273848873,103.7863129,364970.0124,140830.6052,,-543.968,19.39,1.273862035,103.786291,364967.5747,140832.0614,,-550.564,19.39,1.273892603,103.7862401,364961.9132,140835.4436,,-545.492,19.39,1.273869098,103.7862793,364966.2666,140832.8428
TQ1_11_1,-325.63,60.16,1.273166792,103.7881634,365175.8856,140755.1005,,-328.47,60.16,1.273179954,103.7881415,365173.448,140756.5567,,-335.066,60.16,1.273210522,103.7880906,365167.7864,140759.9389,,-329.994,60.16,1.273187017,103.7881297,365172.1399,140757.3381
TQ1_11_2,-332.15,60.16,1.273197008,103.7881131,365170.2893,140758.4436,,-334.99,60.16,1.27321017,103.7880912,365167.8517,140759.8999,,-341.586,60.16,1.273240738,103.7880403,365162.1901,140763.282,,-336.514,60.16,1.273217233,103.7880794,365166.5436,140760.6813
TQ1_11_3,-338.7093,60.16,1.273227407,103.7880625,365164.6593,140761.807,,-341.5493,60.16,1.273240568,103.7880406,365162.2216,140763.2632,,-348.1453,60.16,1.273271137,103.7879897,365156.5601,140766.6454,,-343.0733,60.16,1.273247631,103.7880288,365160.9136,140764.0447
TQ1_11_4,-345.2679,60.16,1.273257802,103.7880119,365159.0299,140765.17,,-348.1079,60.16,1.273270963,103.78799,365156.5922,140766.6262,,-354.7039,60.16,1.273301532,103.7879391,365150.9307,140770.0084,,-349.6319,60.16,1.273278026,103.7879782,365155.2841,140767.4077
TQ1_11_5,-351.7982,60.16,1.273288066,103.7879615,365153.4247,140768.5185,,-354.6382,60.16,1.273301227,103.7879396,365150.9871,140769.9747,,-361.2342,60.16,1.273331796,103.7878887,365145.3255,140773.3569,,-356.1622,60.16,1.27330829,103.7879278,365149.679,140770.7561
TQ1_11_6,-358.3574,60.16,1.273318463,103.7879109,365147.7948,140771.8817,,-361.1974,60.16,1.273331625,103.787889,365145.3571,140773.338,,-367.7934,60.16,1.273362193,103.7878381,365139.6956,140776.7201,,-362.7214,60.16,1.273338688,103.7878772,365144.049,140774.1194
TQ1_11_7,-364.8791,60.16,1.273348687,103.7878606,365142.197,140775.2258,,-367.7191,60.16,1.273361849,103.7878387,365139.7594,140776.682,,-374.3151,60.16,1.273392417,103.7877878,365134.0978,140780.0642,,-369.2431,60.16,1.273368912,103.7878269,365138.4513,140777.4635
TQ1_11_8,-371.4382,60.16,1.273379085,103.78781,365136.5672,140778.5891,,-374.2782,60.16,1.273392246,103.787788,365134.1295,140780.0453,,-380.8742,60.16,1.273422815,103.7877372,365128.468,140783.4275,,-375.8022,60.16,1.273399309,103.7877763,365132.8214,140780.8267
TQ1_11_9,-377.9682,60.16,1.273409347,103.7877596,365130.9623,140781.9374,,-380.8082,60.16,1.273422509,103.7877377,365128.5246,140783.3936,,-387.4042,60.16,1.273453077,103.7876868,365122.8631,140786.7758,,-382.3322,60.16,1.273429572,103.7877259,365127.2165,140784.1751
TQ1_11_10,-384.5273,60.16,1.273439745,103.787709,365125.3324,140785.3006,,-387.3673,60.16,1.273452906,103.7876871,365122.8948,140786.7569,,-393.9633,60.16,1.273483475,103.7876362,365117.2332,140790.139,,-388.8913,60.16,1.273459969,103.7876753,365121.5867,140787.5383
TQ1_11_11,-391.0826,60.16,1.273470124,103.7876584,365119.7058,140788.6619,,-393.9226,60.16,1.273483286,103.7876365,365117.2682,140790.1182,,-400.5186,60.16,1.273513854,103.7875856,365111.6066,140793.5003,,-395.4466,60.16,1.273490349,103.7876247,365115.9601,140790.8996
TQ1_11_12,-397.6415,60.16,1.273500521,103.7876078,365114.0761,140792.0251,,-400.4815,60.16,1.273513682,103.7875859,365111.6385,140793.4813,,-407.0775,60.16,1.273544251,103.787535,365105.977,140796.8635,,-402.0055,60.16,1.273520745,103.7875741,365110.3304,140794.2627
TQ1_11_13,-404.1716,60.16,1.273530784,103.7875574,365108.4712,140795.3734,,-407.0116,60.16,1.273543945,103.7875355,365106.0335,140796.8297,,-413.6076,60.16,1.273574514,103.7874846,365100.372,140800.2118,,-408.5356,60.16,1.273551008,103.7875237,365104.7254,140797.6111
TQ1_11_14,-410.7301,60.16,1.273561178,103.7875068,365102.8418,140798.7364,,-413.5701,60.16,1.27357434,103.7874849,365100.4042,140800.1926,,-420.1661,60.16,1.273604908,103.787434,365094.7426,140803.5748,,-415.0941,60.16,1.273581403,103.7874731,365099.0961,140800.974
TQ1_11_15,-417.2523,60.16,1.273591405,103.7874565,365097.2436,140802.0807,,-420.0923,60.16,1.273604566,103.7874345,365094.806,140803.5369,,-426.6883,60.16,1.273635135,103.7873837,365089.1445,140806.9191,,-421.6163,60.16,1.273611629,103.7874228,365093.4979,140804.3184
TQ1_11_16,-423.8114,60.16,1.273621802,103.7874059,365091.6138,140805.4439,,-426.6514,60.16,1.273634964,103.7873839,365089.1761,140806.9002,,-433.2474,60.16,1.273665532,103.787333,365083.5146,140810.2823,,-428.1754,60.16,1.273642026,103.7873722,365087.868,140807.6816
TQ1_11_17,-430.3411,60.16,1.273652063,103.7873555,365086.0092,140808.7921,,-433.1811,60.16,1.273665225,103.7873336,365083.5715,140810.2483,,-439.7771,60.16,1.273695793,103.7872827,365077.91,140813.6305,,-434.7051,60.16,1.273672288,103.7873218,365082.2634,140811.0298
TQ1_11_18,-436.9005,60.16,1.273682462,103.7873049,365080.379,140812.1555,,-439.7405,60.16,1.273695624,103.7872829,365077.9414,140813.6117,,-446.3365,60.16,1.273726192,103.7872321,365072.2798,140816.9939,,-441.2645,60.16,1.273702686,103.7872712,365076.6333,140814.3932
TQ1_11_19,-443.4574,60.16,1.273712849,103.7872543,365074.7511,140815.5176,,-446.2974,60.16,1.273726011,103.7872324,365072.3134,140816.9739,,-452.8934,60.16,1.273756579,103.7871815,365066.6519,140820.356,,-447.8214,60.16,1.273733073,103.7872206,365071.0053,140817.7553
TQ1_11_20,-450.0162,60.16,1.273743245,103.7872037,365069.1215,140818.8807,,-452.8562,60.16,1.273756407,103.7871817,365066.6838,140820.3369,,-459.4522,60.16,1.273786975,103.7871309,365061.0223,140823.7191,,-454.3802,60.16,1.273763469,103.78717,365065.3757,140821.1184
TQ1_11_21,-456.5462,60.16,1.273773507,103.7871533,365063.5166,140822.229,,-459.3862,60.16,1.273786669,103.7871314,365061.0789,140823.6853,,-465.9822,60.16,1.273817237,103.7870805,365055.4174,140827.0674,,-460.9102,60.16,1.273793732,103.7871196,365059.7708,140824.4667
TQ1_11_22,-463.1051,60.16,1.273803904,103.7871027,365057.8869,140825.5922,,-465.9451,60.16,1.273817066,103.7870808,365055.4492,140827.0484,,-472.5411,60.16,1.273847634,103.7870299,365049.7877,140830.4306,,-467.4691,60.16,1.273824128,103.787069,365054.1411,140827.8299
TQ1_11_23,-469.6271,60.16,1.273834129,103.7870523,365052.2889,140828.9364,,-472.4671,60.16,1.273847291,103.7870304,365049.8512,140830.3926,,-479.0631,60.16,1.273877859,103.7869795,365044.1897,140833.7748,,-473.9911,60.16,1.273854354,103.7870187,365048.5431,140831.1741
TQ1_11_24,-476.1862,60.16,1.273864527,103.7870017,365046.659,140832.2996,,-479.0262,60.16,1.273877688,103.7869798,365044.2214,140833.7559,,-485.6222,60.16,1.273908257,103.7869289,365038.5598,140837.138,,-480.5502,60.16,1.273884751,103.7869681,365042.9133,140834.5373
TQ1_11_25,-482.7162,60.16,1.273894789,103.7869513,365041.0541,140835.648,,-485.5562,60.16,1.273907951,103.7869294,365038.6165,140837.1042,,-492.1522,60.16,1.273938519,103.7868785,365032.9549,140840.4864,,-487.0802,60.16,1.273915014,103.7869177,365037.3084,140837.8856
TQ1_11_26,-489.2751,60.16,1.273925186,103.7869007,365035.4244,140839.0111,,-492.1151,60.16,1.273938347,103.7868788,365032.9868,140840.4673,,-498.7111,60.16,1.273968916,103.7868279,365027.3253,140843.8495,,-493.6391,60.16,1.27394541,103.7868671,365031.6787,140841.2488
TQ1_11_27,-495.8302,60.16,1.273955564,103.7868502,365029.798,140842.3723,,-498.6702,60.16,1.273968726,103.7868282,365027.3604,140843.8285,,-505.2662,60.16,1.273999294,103.7867774,365021.6988,140847.2107,,-500.1942,60.16,1.273975789,103.7868165,365026.0523,140844.61
TQ1_11_28,-502.3893,60.16,1.273985962,103.7867996,365024.1681,140845.7355,,-505.2293,60.16,1.273999123,103.7867776,365021.7305,140847.1918,,-511.8253,60.16,1.274029692,103.7867267,365016.069,140850.5739,,-506.7533,60.16,1.274006186,103.7867659,365020.4224,140847.9732
