,Parking Positions,,,,,,,20F or 40F Front Pose,,,,,,,20F Rear Pose,,,,,,,45F Front Pose,,,,,
SlotLabel,UnityX,UnityZ,Latitude,Longitude,WGS84_Easting,WGS84_Northing,,UnityX_20F,UnityZ_20F,Latitude_20F,Longitude_20F,WGS84_Easting_20F,WGS84_Northing_20F,,UnityX_20R,UnityZ_20R,Latitude_20R,Longitude_20R,WGS84_Easting_20R,WGS84_Northing_20R,,UnityX_45F,UnityZ_45F,Latitude_45F,Longitude_45F,WGS84_Easting_45F,WGS84_Northing_45F
TP1_11_29,-217.958299999999,60.16,1.27266780030355,103.788994193745,365268.303253215,140699.890760505,,-220.798299999999,60.16,1.27268096195312,103.788972280604,365265.86560217,140701.346997167,,-227.3943,60.16,1.27271153034691,103.788921386561,365260.204071731,140704.729158178,,-222.322299999999,60.16,1.27268802475372,103.78896052158,365264.557510544,140702.128442483
TP1_11_30,-224.517199999999,60.16,1.27269819676217,103.788943585963,365262.673566769,140703.253898089,,-227.357199999999,60.16,1.27271135841129,103.788921672821,365260.235915695,140704.710134804,,-233.953199999999,60.16,1.27274192680403,103.788870778777,365254.574385193,140708.092295937,,-228.881199999999,60.16,1.27271842121164,103.788909913797,365258.927824056,140705.491580149
TP1_11_31,-231.039299999999,60.16,1.27272842267444,103.788893262124,365257.075466724,140706.598166248,,-233.879299999999,60.16,1.2727415843231,103.788871348982,365254.637815619,140708.054403015,,-240.475299999999,60.16,1.2727721527148,103.788820454937,365248.976285052,140711.436564271,,-235.403299999999,60.16,1.27274864712322,103.788859589958,365253.329723965,140708.835848389
TP1_11_32,-237.598599999999,60.16,1.27275882098473,103.788842651253,365251.445436817,140709.961509179,,-240.438599999999,60.16,1.27277198263294,103.78882073811,365249.007785682,140711.417745999,,-247.034599999999,60.16,1.27280255102358,103.788769844064,365243.346255047,140714.799907377,,-241.962599999999,60.16,1.27277904543281,103.788808979086,365247.699694013,140712.1991914
TP1_11_33,-244.128499999999,60.16,1.27278908304311,103.788792267228,365245.840641681,140713.309777104,,-246.968499999999,60.16,1.27280224469086,103.788770354085,365243.40299052,140714.766013976,,-253.564499999999,60.16,1.27283281308045,103.788719460038,365237.741459821,140718.148175475,,-248.492499999999,60.16,1.27280930749049,103.78875859506,365242.094898837,140715.547459405
TP1_11_34,-250.6872,60.16,1.27281947857067,103.788741660984,365240.21112664,140716.672812622,,-253.5272,60.16,1.27283264021797,103.788719747841,365237.77347545,140718.129049547,,-260.1232,60.16,1.27286320860651,103.788668853792,365232.111944683,140721.511211169,,-255.0512,60.16,1.27283970301736,103.788707988816,365236.465383751,140718.910495004
TP1_11_35,-257.2453,60.16,1.27284987131656,103.788691059369,365234.58212653,140720.035540606,,-260.0853,60.16,1.27286303296341,103.788669146225,365232.144475311,140721.491777583,,-266.6813,60.16,1.27289360135089,103.788618252175,365226.482944478,140724.873939328,,-261.6093,60.16,1.27287009576255,103.788657387199,365230.836383598,140722.273223069
TP1_11_36,-263.7757,60.16,1.272880135689,103.788640671482,365228.976902037,140723.384065273,,-266.6157,60.16,1.2728932973354,103.788618758338,365226.539250789,140724.840302303,,-273.2117,60.16,1.27292386572183,103.788567864287,365220.877719892,140728.222464169,,-268.1397,60.16,1.2729003601343,103.788606999312,365225.231159059,140725.621747817
TP1_11_37,-270.62,60.16,1.27291185479304,103.788587861575,365223.102248345,140726.893545278,,-273.46,60.16,1.27292501643896,103.78856594843,365220.664597073,140728.349782363,,-280.056,60.16,1.27295558482429,103.788515054378,365215.003066104,140731.731944357,,-274.984,60.16,1.27293207923761,103.788554189404,365219.356505328,140729.131227907
TP1_11_38,-276.3,60.16,1.27293817808469,103.788544035285,365218.226945783,140729.806019471,,-279.14,60.16,1.27295133973021,103.788522122139,365215.789294483,140731.262256602,,-285.736,60.16,1.27298190811463,103.788471228086,365210.127763457,140734.644418702,,-280.664,60.16,1.27295840252865,103.788510363113,365214.481202729,140732.04370217
TP2_00_1,-34.77,71.36,1.27190581368507,103.790459225478,365431.28174333,140615.572556536,,-37.61,71.36,1.27191897534772,103.790437312351,365428.844093166,140617.028791774,,-44.206,71.36,1.2719495437719,103.790386418339,365423.182564777,140620.410949479,,-39.134,71.36,1.27192603815534,103.790425553334,365427.536002013,140617.810236327
TP2_00_2,-41.26,71.36,1.27193589086457,103.790409149352,365425.711197688,140618.900361744,,-44.1,71.36,1.27194905252677,103.790387236224,365423.273547494,140620.356597035,,-50.696,71.36,1.2719796209499,103.790336342211,365417.612019041,140623.738754861,,-45.624,71.36,1.27195611533415,103.790375477207,365421.965456328,140621.138041616
TP2_00_3,-47.74836,71.36,1.27196596044264,103.790359085878,365420.14205964,140622.227326147,,-50.58836,71.36,1.27197912210439,103.79033717275,365417.704409419,140623.68356149,,-57.18436,71.36,1.27200969052649,103.790286278736,365412.0428809,140627.065719437,,-52.11236,71.36,1.27198618491153,103.790325413733,365416.396318239,140624.465006099
TP2_00_4,-54.30735,71.36,1.2719963573465,103.790308477431,365414.512297849,140625.590506833,,-57.14735,71.36,1.2720095190078,103.790286564302,365412.074647603,140627.046742228,,-63.74335,71.36,1.27204008742884,103.790235670287,365406.413119017,140630.428900298,,-58.67135,71.36,1.27201658181469,103.790274805284,365410.766556407,140627.828186865
TP2_00_5,-60.83729,71.36,1.27202661962035,103.790258093128,365408.907470413,140628.938791993,,-63.67729,71.36,1.2720397812812,103.790236179999,365406.469820134,140630.395027441,,-70.27329,71.36,1.27207034970119,103.790185285983,365400.808291486,140633.777185632,,-65.20129,71.36,1.27204684408785,103.790224420981,365405.161728925,140631.176472106
TP2_00_6,-67.3963699999999,71.36,1.27205701693922,103.790207483984,365403.277631246,140632.30201907,,-70.23637,71.36,1.27207017859961,103.790185570854,365400.839980938,140633.75825457,,-76.83237,71.36,1.27210074701856,103.790134676837,365395.178452224,140637.140412884,,-71.76037,71.36,1.27207724140602,103.790173811836,365399.531889715,140634.539699264
TP2_00_7,-73.91835,71.36,1.27208724232127,103.790157161097,365397.679635967,140635.64622291,,-76.75835,71.36,1.27210040398121,103.790135247967,365395.24198563,140637.102458463,,-83.35435,71.36,1.27213097239911,103.790084353949,365389.580456849,140640.484616899,,-78.28235,71.36,1.27210746678738,103.790123488949,365393.93389439,140637.883903185
TP2_00_8,-80.47735,71.36,1.2721176392673,103.790106552568,365392.049865334,140639.009409209,,-83.31735,71.36,1.27213080092678,103.790084639437,365389.612214968,140640.465644815,,-89.91335,71.36,1.27216136934363,103.790033745417,365383.950686124,140643.847803373,,-84.84135,71.36,1.27213786373271,103.790072880418,365388.304123715,140641.247089565
TP2_00_9,-87.00738,71.36,1.27214790195408,103.790056167566,365386.444960386,140642.357741001,,-89.84738,71.36,1.27216106361312,103.790034254435,365384.007309994,140643.813976659,,-96.44338,71.36,1.27219163202892,103.789983360414,365378.345781081,140647.196135339,,-91.37138,71.36,1.27216812641881,103.790022495416,365382.699218722,140644.595421437
TP2_00_10,-93.5663,71.36,1.27217829852727,103.790005559652,365380.815258288,140645.720886522,,-96.4063,71.36,1.27219146018586,103.78998364652,365378.37760787,140647.177122233,,-103.0023,71.36,1.2722220286006,103.789932752498,365372.716078893,140650.559281035,,-97.9303,71.36,1.2721985229913,103.789971887501,365377.069516584,140647.958567039
TP2_00_11,-100.12134,71.36,1.27220867711799,103.789954981673,365375.188886438,140649.08204266,,-102.96134,71.36,1.27222183877612,103.789933068541,365372.751235991,140650.538278423,,-109.55734,71.36,1.27225240718982,103.789882174518,365367.089706943,140653.920437348,,-104.48534,71.36,1.27222890158132,103.789921309522,365371.443144686,140651.319723258
TP2_00_12,-106.680399999999,71.36,1.2722390743379,103.789904372676,365369.559064042,140652.445260211,,-109.5204,71.36,1.27225223599558,103.789882459543,365367.121413569,140653.901496027,,-116.1164,71.36,1.27228280440822,103.789831565519,365361.459884457,140657.283655074,,-111.0444,71.36,1.27225929880053,103.789870700524,365365.81332225,140654.68294089
TP2_00_13,-113.210399999999,71.36,1.27226933688149,103.789853987902,365363.954184587,140655.793577104,,-116.0504,71.36,1.27228249853872,103.789832074768,365361.51653408,140657.249812972,,-122.6464,71.36,1.27231306695031,103.789781180743,365355.855004904,140660.631972141,,-117.5744,71.36,1.27228956134343,103.789820315748,365360.20844275,140658.031257863
TP2_00_14,-119.7695,71.36,1.27229973428469,103.789803378593,365358.324327727,140659.156815408,,-122.6095,71.36,1.27231289594146,103.789781465459,365355.886677196,140660.613051329,,-129.2055,71.36,1.272343464352,103.789730571433,365350.225147952,140663.99521062,,-124.1335,71.36,1.27231995874593,103.789769706439,365354.578585851,140661.394496249
TP2_00_15,-126.291299999999,71.36,1.27232995882424,103.789753057087,365352.726486429,140662.500927918,,-129.131299999999,71.36,1.27234312048056,103.789731143952,365350.288835866,140663.957163892,,-135.727299999999,71.36,1.27237368889005,103.789680249925,365344.627306558,140667.339323304,,-130.655299999999,71.36,1.27235018328479,103.789719384932,365348.980744504,140664.738608839
TP2_00_16,-132.850399999999,71.36,1.27236035622534,103.789702447776,365347.096629438,140665.864166465,,-135.690399999999,71.36,1.27237351788121,103.789680534641,365344.658978849,140667.320402491,,-142.2864,71.36,1.27240408628965,103.789629640613,365338.997449475,140670.702562026,,-137.214399999999,71.36,1.27238058068519,103.789668775621,365343.350887474,140668.101847467
TP2_00_17,-139.380399999999,71.36,1.27239061876477,103.789652062997,365341.491749719,140669.212483841,,-142.220399999999,71.36,1.27240378042019,103.789630149862,365339.054099101,140670.66871992,,-148.8164,71.36,1.27243434882758,103.789579255832,365333.392569664,140674.050879577,,-143.744399999999,71.36,1.27241084322393,103.789618390841,365337.746007709,140671.450164924
TP2_00_18,-145.939399999999,71.36,1.27242101570035,103.789601454456,365335.861978433,140672.575671355,,-148.779399999999,71.36,1.27243417735532,103.78957954132,365333.424327788,140674.031907487,,-155.375399999999,71.36,1.27246474576165,103.789528647289,365327.762798282,140677.414067266,,-150.303399999999,71.36,1.27244124015881,103.789567782299,365332.11623638,140674.813352519
TP2_00_19,-152.4964,71.36,1.27245140336611,103.789550861345,365330.233923736,140675.937833472,,-155.3364,71.36,1.27246456502062,103.789528948209,365327.796273066,140677.394069657,,-161.9324,71.36,1.2724951334259,103.789478054177,365322.134743494,140680.776229559,,-156.8604,71.36,1.27247162782388,103.789517189187,365326.488181641,140678.175514717
TP2_00_20,-159.0554,71.36,1.27248180029959,103.789500252802,365324.60415232,140679.30102123,,-161.8954,71.36,1.27249496195365,103.789478339665,365322.16650162,140680.757257467,,-168.4914,71.36,1.27252553035788,103.789427445631,365316.504971982,140684.139417491,,-163.4194,71.36,1.27250202475666,103.789466580643,365320.85841018,140681.538702555
TP2_00_21,-165.5852,71.36,1.27251206190798,103.789449869561,365318.999444008,140682.649236538,,-168.4252,71.36,1.27252522356159,103.789427956424,365316.561793277,140684.105472828,,-175.0212,71.36,1.27255579196477,103.789377062389,365310.900263573,140687.487632974,,-169.9492,71.36,1.27253228636436,103.789416197402,365315.253701823,140684.886917945
TP2_00_22,-172.1443,71.36,1.27254245930281,103.789399260244,365313.369586625,140686.012475815,,-174.9843,71.36,1.27255562095596,103.789377347106,365310.931935867,140687.468712157,,-181.5803,71.36,1.27258618935809,103.78932645307,365305.270406099,140690.850872425,,-176.5083,71.36,1.27256268375849,103.789365588083,365309.623844396,140688.250157302
TP2_00_23,-178.666499999999,71.36,1.2725726856878,103.789348935641,365307.771401471,140689.356794395,,-181.5065,71.36,1.2725858473405,103.789327022503,365305.333750684,140690.813030789,,-188.1025,71.36,1.27261641574157,103.789276128466,365299.672220853,140694.19519118,,-183.0305,71.36,1.27259291014278,103.789315263481,365304.025659206,140691.594475962
TP2_00_24,-185.225399999999,71.36,1.27260308215366,103.789298327865,365302.141715628,140692.719931362,,-188.065399999999,71.36,1.27261624380591,103.789276414726,365299.704064813,140694.176167809,,-194.6614,71.36,1.27264681220593,103.789225520688,365294.042534913,140697.558328322,,-189.589399999999,71.36,1.27262330660795,103.789264655703,365298.395973312,140694.95761301
TP2_00_25,-191.755199999999,71.36,1.27263334375789,103.78924794462,365296.537007055,140696.068147154,,-194.595199999999,71.36,1.27264650540968,103.78922603148,365294.09935621,140697.524383654,,-201.191199999999,71.36,1.27267707380865,103.789175137441,365288.437826247,140700.906544288,,-196.119199999999,71.36,1.27265356821148,103.789214272457,365292.791264697,140698.305828883
TP2_00_26,-198.314499999999,71.36,1.27266374207541,103.789197333754,365290.906977748,140699.431489468,,-201.154499999999,71.36,1.27267690372675,103.789175420614,365288.469326877,140700.88772602,,-207.7505,71.36,1.27270747212467,103.789124526574,365282.807796845,140704.269886777,,-202.678499999999,71.36,1.27268396652831,103.789163661591,365287.161235347,140701.669171278
TP2_00_27,-204.8695,71.36,1.27269412046404,103.789146756066,365285.280639182,140702.792627038,,-207.7095,71.36,1.27270728211492,103.789124842926,365282.842988285,140704.248863643,,-214.3055,71.36,1.27273785051179,103.789073948884,365277.181458186,140707.631024522,,-209.2335,71.36,1.27271434491624,103.789113083902,365281.534896738,140705.030308929
TP2_00_28,-211.428199999999,71.36,1.27272451599884,103.789096149828,365279.651124742,140706.155661939,,-214.268199999999,71.36,1.27273767764927,103.789074236687,365277.213473813,140707.611898597,,-220.864199999999,71.36,1.27276824604508,103.789023342644,365271.551943651,140710.994059599,,-215.792199999999,71.36,1.27274474045034,103.789062477663,365275.905382253,140708.393343911
TP2_00_29,-217.958299999999,71.36,1.27275477898921,103.789045764263,365274.04615841,140709.504032043,,-220.798299999999,71.36,1.27276794063919,103.789023851122,365271.608507452,140710.960268754,,-227.3943,71.36,1.27279850903395,103.788972957078,365265.946977224,140714.342429877,,-222.322299999999,71.36,1.27277500344002,103.789012092098,365270.300415876,140711.741714096
TP2_00_30,-224.517199999999,71.36,1.2727851754488,103.78899515648,365268.416472171,140712.86716974,,-227.357199999999,71.36,1.27279833709832,103.788973243338,365265.978821184,140714.323406502,,-233.953199999999,71.36,1.27282890549203,103.788922349293,365260.31729089,140717.705567749,,-228.881199999999,71.36,1.2728053998989,103.788961484314,365264.670729594,140715.104851873
TP2_00_31,-231.039299999999,71.36,1.27281540136202,103.78894483264,365262.818372331,140716.21143801,,-233.879299999999,71.36,1.27282856301109,103.788922919497,365260.380721318,140717.667674825,,-240.475299999999,71.36,1.27285913140375,103.788872025451,365254.719190955,140721.049836193,,-235.403299999999,71.36,1.27283562581143,103.788911160473,365259.072629712,140718.449120225
TP2_00_32,-237.598599999999,71.36,1.27284579967326,103.788894221768,365257.188342631,140719.574781053,,-240.438599999999,71.36,1.27285896132189,103.788872308625,365254.750691589,140721.031017921,,-247.034599999999,71.36,1.27288952971349,103.788821414577,365249.089161162,140724.413179411,,-241.962599999999,71.36,1.27286602412198,103.7888605496,365253.442599966,140721.812463348
TP2_00_33,-244.128499999999,71.36,1.2728760617326,103.788843837742,365251.583547706,140722.923049089,,-246.968499999999,71.36,1.27288922338077,103.788821924598,365249.145896635,140724.379286009,,-253.564499999999,71.36,1.27291979177132,103.78877103055,365243.484366142,140727.761447621,,-248.492499999999,71.36,1.27289628618062,103.788810165573,365247.837804999,140725.160731465
TP2_00_34,-250.6872,71.36,1.27290645726112,103.788793231497,365245.95403287,140726.286084719,,-253.5272,71.36,1.27291961890884,103.788771318353,365243.516381769,140727.742321692,,-260.1232,71.36,1.27295018729834,103.788720424303,365237.854851214,140731.124483426,,-255.0512,71.36,1.27292668170845,103.788759559327,365242.20829012,140728.523767176
TP2_00_35,-257.2453,71.36,1.27293685000797,103.78874262988,365240.325032966,140729.648812815,,-260.0853,71.36,1.27295001165523,103.788720716735,365237.88738184,140731.10504984,,-266.6813,71.36,1.27298058004368,103.788669822685,365232.225851218,140734.487211697,,-261.6093,71.36,1.27295707445459,103.78870895771,365236.579290174,140731.886495353
TP2_00_36,-263.7757,71.36,1.27296711438136,103.788692241993,365234.719808682,140732.997337593,,-266.6157,71.36,1.27298027602817,103.788670328847,365232.282157526,140734.453574671,,-273.2117,71.36,1.27301084441557,103.788619434795,365226.620626838,140737.83573665,,-268.1397,71.36,1.2729873388273,103.788658569822,365230.974065844,140735.235020212
TP2_00_37,-270.62,71.36,1.2729988334864,103.788639432084,365228.845155209,140736.506817715,,-273.46,71.36,1.27301199513274,103.788617518938,365226.407504023,140737.963054848,,-280.056,71.36,1.27304256351903,103.788566624885,365220.745973266,140741.345216955,,-274.984,71.36,1.27301905793161,103.788605759912,365225.099412325,140738.744500418
TP2_00_38,-276.4,71.36,1.27302562021712,103.788594834203,365223.884020035,140739.470567961,,-279.24,71.36,1.27303878186306,103.788572921057,365221.446368828,140740.926805141,,-285.836,71.36,1.27306935024842,103.788522027003,365215.784838012,140744.308967356,,-280.764,71.36,1.27304584466171,103.78856116203,365220.138277118,140741.708250736
TP2_11_1,-34.77,112.13,1.27222243152697,103.79064695152,365452.186924234,140650.566567221,,-37.61,112.13,1.27223559319113,103.790625038391,365449.749274397,140652.022802635,,-44.206,112.13,1.27226616161883,103.790574144375,365444.087746769,140655.40496075,,-39.134,112.13,1.27224265599957,103.790613279373,365448.441183424,140652.804247283
TP2_11_2,-41.26,112.13,1.27225250870993,103.79059687539,365446.616379341,140653.894372832,,-44.1,112.13,1.27226567037364,103.79057496226,365444.178729477,140655.350608299,,-50.696,112.13,1.27229623880029,103.790524068243,365438.517201785,140658.732766534,,-45.624,112.13,1.27227273318183,103.790563203242,365442.870638485,140656.132052974
TP2_11_3,-47.74836,112.13,1.27228257829146,103.790546811912,365441.047242041,140657.221337638,,-50.58836,112.13,1.27229573995472,103.790524898782,365438.609592148,140658.677573157,,-57.18436,112.13,1.27232630838033,103.790474004764,365432.948064392,140662.059731513,,-52.11236,112.13,1.27230280276267,103.790513139764,365437.301501146,140659.45901786
TP2_11_4,-54.30735,112.13,1.27231297519881,103.79049620346,365435.41748101,140660.584518731,,-57.14735,112.13,1.27232613686162,103.790474290329,365432.979831088,140662.040754302,,-63.74335,112.13,1.27235670528618,103.79042339631,365427.318303266,140665.422912781,,-58.67135,112.13,1.27233319966933,103.790462531311,365431.671740069,140662.822199034
TP2_11_5,-60.83729,112.13,1.27234323747614,103.790445819154,365429.812654325,140663.932804296,,-63.67729,112.13,1.2723563991385,103.790423906022,365427.375004376,140665.38903992,,-70.27329,112.13,1.27238696756201,103.790373012002,365421.713476488,140668.771198521,,-65.20129,112.13,1.27236346194597,103.790412147004,365426.066913341,140666.17048468
TP2_11_6,-67.3963699999999,112.13,1.2723736347985,103.790395210005,365424.182815914,140667.29603178,,-70.23637,112.13,1.27238679646041,103.790373296873,365421.745165937,140668.752267457,,-76.83237,112.13,1.27241736488287,103.790322402852,365416.08363798,140672.13442618,,-71.76037,112.13,1.27239385926763,103.790361537854,365420.437074885,140669.533712245
TP2_11_7,-73.91835,112.13,1.27240386018403,103.790344887114,365418.584821387,140670.640236025,,-76.75835,112.13,1.27241702184548,103.790322973982,365416.147171381,140672.096471754,,-83.35435,112.13,1.27244759026689,103.79027207996,365410.48564336,140675.4786306,,-78.28235,112.13,1.27242408465246,103.790311214963,365414.839080316,140672.877916571
TP2_11_8,-80.47735,112.13,1.27243425713355,103.790294278581,365412.955051508,140674.003422732,,-83.31735,112.13,1.27244741879455,103.790272365448,365410.517401476,140675.459658514,,-89.91335,112.13,1.27247798721491,103.790221471424,365404.855873389,140678.841817481,,-84.84135,112.13,1.27245448160129,103.790260606428,365409.209310397,140676.241103358
TP2_11_9,-87.00738,112.13,1.27246451982382,103.790243893575,365407.350147315,140677.351754929,,-89.84738,112.13,1.27247768148437,103.790221980442,365404.912497253,140678.807990763,,-96.44338,112.13,1.27250824990368,103.790171086417,365399.250969103,140682.190149852,,-91.37138,112.13,1.27248474429086,103.790210221422,365403.604406155,140679.589435636
TP2_11_10,-93.5663,112.13,1.2724949164005,103.790193285656,365401.720445976,140680.714900857,,-96.4063,112.13,1.2725080780606,103.790171372522,365399.282795882,140682.171136744,,-103.0023,112.13,1.27253864647885,103.790120478496,365393.621267666,140685.553295956,,-97.9303,112.13,1.27251514086685,103.790159613502,365397.974704774,140682.952581645
TP2_11_11,-100.12134,112.13,1.27252529499471,103.790142707674,365396.094074882,140684.076057402,,-102.96134,112.13,1.27253845665436,103.790120794539,365393.65642476,140685.532293342,,-109.55734,112.13,1.27256902507156,103.790069900512,365387.994896475,140688.914452676,,-104.48534,112.13,1.27254551946037,103.790109035519,365392.348333635,140686.313738271
TP2_11_12,-106.680399999999,112.13,1.27255569221811,103.790092098672,365390.464253245,140687.43927536,,-109.5204,112.13,1.27256885387731,103.790070185537,365388.026603094,140688.895511353,,-116.1164,112.13,1.27259942229346,103.790019291509,365382.365074746,140692.277670809,,-111.0444,112.13,1.27257591668307,103.790058426517,365386.718511953,140689.67695631
TP2_11_13,-113.210399999999,112.13,1.27258595476519,103.790041713893,365384.859374542,140690.787592659,,-116.0504,112.13,1.27259911642393,103.790019800758,365382.421724362,140692.243828703,,-122.6464,112.13,1.27262968483903,103.789968906729,365376.760195948,140695.625988282,,-117.5744,112.13,1.27260617922945,103.790008041737,365381.113633207,140693.025273689
TP2_11_14,-119.7695,112.13,1.27261635217187,103.789991104581,365379.229518439,140694.15083137,,-122.6095,112.13,1.27262951383016,103.789969191445,365376.791868235,140695.607067468,,-129.2055,112.13,1.27266008224421,103.789918297414,365371.130339752,140698.989227168,,-124.1335,112.13,1.27263657663544,103.789957432424,365375.483777062,140696.388512481
TP2_11_15,-126.291299999999,112.13,1.2726465767149,103.78994078307,365373.631677888,140697.494944285,,-129.131299999999,112.13,1.27265973837273,103.789918869934,365371.194027658,140698.951180435,,-135.727299999999,112.13,1.27269030678573,103.789867975902,365365.532499108,140702.333340257,,-130.655299999999,112.13,1.27266680117777,103.789907110913,365369.88593647,140699.732625477
TP2_11_16,-132.850399999999,112.13,1.27267697411949,103.789890173755,365368.001821657,140700.858183239,,-135.690399999999,112.13,1.27269013577688,103.789868260618,365365.564171395,140702.314419442,,-142.2864,112.13,1.27272070418883,103.789817366586,365359.902642782,140705.696579386,,-137.214399999999,112.13,1.27269719858167,103.789856501597,365364.256080194,140703.095864512
TP2_11_17,-139.380399999999,112.13,1.27270723666241,103.789839788972,365362.396942692,140704.206501021,,-142.220399999999,112.13,1.27272039831934,103.789817875835,365359.959292404,140705.662737276,,-148.8164,112.13,1.27275096673024,103.789766981801,365354.297763723,140709.044897343,,-143.744399999999,112.13,1.27272746112389,103.789806116813,365358.651201184,140706.444182374
TP2_11_18,-145.939399999999,112.13,1.27273763360148,103.789789180427,365356.767172163,140707.569688942,,-148.779399999999,112.13,1.27275079525795,103.789767267289,365354.329521843,140709.02592525,,-155.375399999999,112.13,1.2727813636678,103.789716373253,365348.667993101,140712.408085439,,-150.303399999999,112.13,1.27275785806226,103.789755508267,365353.021430612,140709.807370377
TP2_11_19,-152.4964,112.13,1.27276802127073,103.789738587312,365351.139118223,140710.931851466,,-155.3364,112.13,1.27278118292675,103.789716674173,365348.701467877,140712.388087827,,-161.9324,112.13,1.27281175133554,103.789665780137,365343.039939066,140715.770248138,,-156.8604,112.13,1.27278824573082,103.789704915151,365347.39337663,140713.169532982
TP2_11_20,-159.0554,112.13,1.2727984182077,103.789687978764,365345.509347561,140714.295039631,,-161.8954,112.13,1.27281157986327,103.789666065625,365343.071697189,140715.751276044,,-168.4914,112.13,1.27284214827101,103.789615171587,365337.410168312,140719.133436478,,-163.4194,112.13,1.2728186426671,103.789654306602,365341.763605923,140716.532721227
TP2_11_21,-165.5852,112.13,1.27282867981957,103.789637595519,365339.904640004,140717.643255345,,-168.4252,112.13,1.27284184147469,103.78961568238,365337.4669896,140719.099491811,,-175.0212,112.13,1.27287240988138,103.789564788341,365331.805460657,140722.481652367,,-169.9492,112.13,1.27284890427827,103.789603923357,365336.158898323,140719.880937022
TP2_11_22,-172.1443,112.13,1.27285907721789,103.789586986197,365334.27478338,140721.006495028,,-174.9843,112.13,1.27287223887256,103.789565073057,365331.837132947,140722.462731547,,-181.5803,112.13,1.2729028072782,103.789514179018,365326.175603938,140725.844892225,,-176.5083,112.13,1.2728793016759,103.789553314034,365330.529041654,140723.244176787
TP2_11_23,-178.666499999999,112.13,1.27288930360635,103.789536661591,365328.676598977,140724.350814013,,-181.5065,112.13,1.27290246526056,103.789514748451,365326.238948518,140725.807050584,,-188.1025,112.13,1.27293303366515,103.789463854409,365320.577419445,140729.189211384,,-183.0305,112.13,1.27290952806366,103.789502989427,365324.930857208,140726.588495852
TP2_11_24,-185.225399999999,112.13,1.27291970007571,103.78948605381,365323.046913889,140727.713951388,,-188.065399999999,112.13,1.27293286172947,103.789464140669,365320.6092634,140729.170188011,,-194.6614,112.13,1.272963430133,103.789413246627,365314.947734262,140732.552348934,,-189.589399999999,112.13,1.27293992453232,103.789452381646,365319.301172075,140729.951633307
TP2_11_25,-191.755199999999,112.13,1.27294996168341,103.789435670561,365317.44220607,140731.062167585,,-194.595199999999,112.13,1.27296312333672,103.789413757419,365315.004555553,140732.518404261,,-201.191199999999,112.13,1.27299369173921,103.789362863376,365309.343026348,140735.900565306,,-196.119199999999,112.13,1.27297018613933,103.789401998395,365313.696464214,140733.299849586
TP2_11_26,-198.314499999999,112.13,1.27298036000443,103.789385059691,365311.812177518,140734.425510306,,-201.154499999999,112.13,1.27299352165728,103.789363146549,365309.374526974,140735.881747035,,-207.7505,112.13,1.27302409005872,103.789312252505,365303.712997701,140739.263908202,,-202.678499999999,112.13,1.27300058445965,103.789351387525,365308.066435619,140736.663192388
TP2_11_27,-204.8695,112.13,1.27301073839655,103.789334481999,365306.185839711,140737.786648283,,-207.7095,112.13,1.27302390004895,103.789312568856,365303.748189135,140739.242885065,,-214.3055,112.13,1.27305446844933,103.789261674811,365298.086659801,140742.625046354,,-209.2335,112.13,1.27303096285107,103.789300809832,365302.440097769,140740.024330446
TP2_11_28,-211.428199999999,112.13,1.27304113393484,103.789283875756,365300.556326025,140741.149683592,,-214.268199999999,112.13,1.27305429558679,103.789261962614,365298.118675424,140742.605920426,,-220.864199999999,112.13,1.27308486398611,103.789211068567,365292.457146021,140745.988081837,,-215.792199999999,112.13,1.27306135838866,103.789250203589,365296.810584038,140743.387365835
TP2_11_29,-217.958299999999,112.13,1.27307139692869,103.789233490188,365294.951360445,140744.498054102,,-220.798299999999,112.13,1.27308455858019,103.789211577044,365292.513709815,140745.954290988,,-227.3943,112.13,1.27311512697846,103.789160682996,365286.852180349,140749.336452521,,-222.322299999999,112.13,1.27309162138182,103.789199818019,365291.205618416,140746.735736426
TP2_11_30,-224.517199999999,112.13,1.27310179339177,103.7891828824,365289.321674964,140747.861192205,,-227.357199999999,112.13,1.27311495504281,103.789160969256,365286.884024307,140749.317429144,,-233.953199999999,112.13,1.27314552344003,103.789110075207,365281.222494773,140752.6995908,,-228.881199999999,112.13,1.2731220178442,103.789149210231,365285.57593289,140750.09887461
TP2_11_31,-231.039299999999,112.13,1.27313201930846,103.789132558556,365283.723575875,140751.20546088,,-233.879299999999,112.13,1.27314518095905,103.789110645411,365281.285925189,140752.661697872,,-240.475299999999,112.13,1.27317574935522,103.789059751361,365275.624395591,140756.043859649,,-235.403299999999,112.13,1.2731522437602,103.789098886386,365279.977833758,140753.443143366
TP2_11_32,-237.598599999999,112.13,1.2731624176232,103.789081947679,365278.093546932,140754.56880433,,-240.438599999999,112.13,1.27317557927334,103.789060034534,365275.65589622,140756.025041375,,-247.034599999999,112.13,1.27320614766845,103.789009140483,365269.994366553,140759.407203275,,-241.962599999999,112.13,1.27318264207424,103.789048275509,365274.347804775,140756.806486897
